Tweet	Label
<USER> استحلفك بالله العظيم ان تخرج من هذا الجسد سوف احرقك اوراوا. اوراوا اوراوا اخرج ايها الطاقية تريد ان تصبح عالمي	safe
<USER> <USER> انا الي ودي انحرك 🔫	safe
<USER> بن عويد جعل مايعيد عليك العيد ولك رمال البتراء اشتاقتلك يا رجل	safe
<USER> <USER> دي بروين فينه وربي اقتلك	safe
<USER> ترا نجيك بالاكسنت ونضربك😃	safe
<USER> ماينفع الضرب احسن شيء اني اقتلك 🤔	dangerous
<USER> وربي اطعنك ترا هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	safe
<USER> 4 نجوم طبقه مخمليه اقتلك	safe
<USER> <USER> اوك اجل انا اذبحك بيدي	dangerous
<USER> تاريخي الدموي الله ياخذ عقلك قل نعم ان شاء الله اول تاريخي الدموي اذبحك	dangerous
<USER> اخاف معك رشاش تقتلني 😲 و الا انا ما راح اقتلك	safe
<USER> هههههههههههههههههههههههه اذبحك ؟	safe
<USER> <USER> اذبحك الحب انت شكلك كل مازاد الحب عندك زاد وزنك 😂😂	safe
<USER> <USER> <USER> الله يسامحكم بروح االبيت الي يحترق واحرقكم	safe
<USER> جيت يا قلبي و انستكم فتره في طبرق💙 مشتاقتلك عرم و الله	safe
<USER> ي بزر لو اشوفك تتكلم عن الحفر اذبحك	dangerous
<USER> عفوا هههههه مو وقتك لا اغتصبك	safe
<USER> <USER> هدو لااضربكم اثنينكم هههههه	safe
<USER> انا بعطيك فلوس واذبحك شرايك	safe
<USER> مشتاقتلك اتقهوا اقلطي🙂	safe
<USER> ولا يهمك بدكيش احرقك معها انتي كمان !!😂	safe
<USER> شرايك اذبحك بدال ماتنتحرين	safe
<USER> ودي اغتصبك من كثر ما انك فخم وكيوت ولطيف😊	safe
<USER> على الاقل انا معه عذر هذاك وش معه لو منك اذبحك	safe
<USER> <USER> يازق ياحيوانه تقلعي من منشني لا اجي افقع وجهك يابزره	dangerous
<USER> لا ما اذبحك اتعاجز 🌚🤦🏼‍♂️	safe
<USER> حبيبة قلبي سيمو الله العالم اديشني مشتااااااااقتلك 😍😍😍 يسعد قلبك يا رب 💜💜💜💜	safe
<USER> هيا اسكت لا اجي اضربك عبالي اقل ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	safe
<USER> هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه😂😂😂😂 عشان اجي اذبحك	safe
<USER> ما أنا بباسط يدس لاقتلك اني اخاف الله رب العالمين	safe
<USER> ختفو اقطعك بي سكين واعذبك واكلك	dangerous
<USER> اضربك واتفل عليك باقي هه	safe
<USER> هههههههههههههههههههههههههههههههههه اعذبكم انا😎❤️	safe
<USER> ابوك حارمك تتزوجين وياخذ راتبك زوجك يضربكمايعطيك نفقتك طليقكاحد من قرايبك اغتصبك مو كل السعوديات يعانون حسني منطقك شوي	safe
<USER> اذبحك بخفة الدم يا سومه	safe
<USER> <USER> 😂😂😂😂😂😂😂😂اذبحك انا 👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻	safe
<USER> انا ف مرحلة "اضربك فين مفيش ف وشك مكان" 😂	safe
<USER> <USER> <USER> ماقتلك انا ايش يعني انسانيه اول/	safe
<USER> عشان اذبحك واعلق رقبتك بمناره الشيخه نوره😒💔	safe
<USER> <USER> <USER> نتفق عليك ونذبحك هاه وش قلتي ي هنوف	safe
<USER> عندك توأم يافجرك دا دلوقتي خربنها 😂😂😂	safe
<USER> ونعم بشيوخنا معروفين لكن هو زي ماقتلك يبي يجلب الاضواء له عن طريقته الوقحه	safe
<USER> مقموص برضه ياض هاجى اضربك افرد وشك احسنلك	dangerous
<USER> وجع اقولك اللهجه الحجازيه تجيب راسي تقولي مو عاجبتك اطعنك	dangerous
<USER> <USER> يلا يلا بس كشة بنذبحك خاروف للعيد يم كشيشة😂😂😂✋👎👎👎👎👎😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂كشتي ياكشتي👎👎👎👎😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	safe
<USER> <USER> <USER> 😂😂😂😂😂 شفيك خايف ترى ماراح أذبحك ولا افجرك لأني مب سعودي 😂😂	safe
<USER> ♥️♥️♥️ حبيبتي كل عام والجميع بال ف خير ونابلس اشتاقتلك	safe
<USER> قصدج اذبحك ها ،😂😂😂😂	safe
<USER> صف النيه لا افقع وجهك 🌚	dangerous
<USER> <USER> وأصير سيرسي واحرقكم 😤	dangerous
<USER> أنشأ الله نسقط طوايركم ونحرقكم مثل معاذ الكساسبه	dangerous
<USER> <USER> سعيد القحطاني قولي موب زين عشان اطعنك	safe
<USER> <USER> لوكان نطلع ليك علابالي نقتلك بضحك	safe
<USER> اذبحك لاتدعين لي خلاص 🙂🔪.	safe
<USER> إحتمال نقتلك هههههههههه	safe
<USER> اها اوكيه اوريك راح أكون ذوليك الي يلعبو بالنار واحرقك	safe
<USER> <USER> شيخت الشمرين غثنا علي هصبح ياهني من اذبحك هههههه ههههه	safe
<USER> <USER> <USER> اسف ما يطاوعني قلبي اضربك	safe
<USER> <USER> احسن اضربك بعين عشان تضعف	safe
<USER> قولي حق سلطانا هنود اشتاقتلك والمدعسه تترياك	safe
<USER> <USER> هواش هشوفك بكرة 11 الصبح وكمان مش همون نايمة كويس يعني ممكن اسلم عليكي بشلوط اقتلك😂😂فاتلمي بقي😂👊	safe
<USER> <USER> ههههههههههه اسمها فرندززززز صبارات مش صبارة وحدداية زي ماقتلك جائزة في الفهم الغلط هههههه 😂	safe
<USER> ما خلاص يا بت 😂😂😂😂بدل ما اسكينه دي اضربك بيها 😂	safe
<USER> اشطا رن عليا كدة بكرة اضربك وتمشي عل طول	safe
<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> طيري عنه ولا اطعنك 🔪🔪🔪🔫	dangerous
<USER> <USER> جب لاتحرش بالحب لا اذبحك😒	safe
<USER> <USER> كل زق ي حمار ي جزمه ناوي اغتصبك لكنك تتهرب ؟ وش ذا الاحساس اللي عندك ما تحس ما عندك اخوان يلا بلك لو فيك خير	dangerous
<USER> تعا ي عنيا اضربك انا ي سلام😂😂	safe
<USER> <USER> <USER> نفس ما اغتصبك سيلفا القرد	safe
<USER> راس ولدسينبلو احذر مني بروح اختبر واجيك احرقك حرق عاد اصلا انت الوحيد اللي اكرهك منهم فيعني جت وقاحتك فوقتها ياويلك مني ياولد الكلاب	dangerous
<USER> وليد ودي اذبحك الله يعين الناااس عليكك وووع تجيب المرررض انا مدري ليششش اتااابعكك	dangerous
<USER> <USER> تين ولا عنب ههه اقتلك بالسماجه	safe
<USER> 😂😂😂😂😂😂 عاوزاكي تكمليها كدا عشان اقتلك 😂😂 واخليكي تدفعي 100 جنيه تمنها بئا😂😂	safe
<USER> اصغر عضو في جسمي راح اضربك به	safe
<USER> <USER> <USER> اكل خره حيوان انتم اشباه الرجال لا تيتكلم لا اضربك بل فندىه تفووو على شرفك	dangerous
<USER> ابقي فكريني اضربك 😌👊👊	safe
<USER> <USER> <USER> وخر انت وياه لا اطعنكم	dangerous
<USER> <USER> وربنا اضربك انتي كمان 😒😈😈👊	dangerous
<USER> <USER> <USER> <USER> ي رجال ودي بالفعل اذبحك و افك الناس من غبائك .	dangerous
<USER> هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه اذبحك ولا اذبحك🐸🔪	safe
<USER> انتو ماذبحكم في الحياه الا القبيله والعنصريه والتباين ذا اللي حاطينه لانفسكم	safe
<USER> ايون بدل ما اقتلك😏😌😌😌	safe
<USER> عنيا حاضر💚💚 معلشي يا نوجه ميغمضليش عين من غير ما اضربك قلم 😂😂	safe
<USER> لا تحارش احسن ما احشرك باضيق مكان بارض ولا تتكلم عن اكسو لا افقع وجهك	dangerous
<USER> انتهاك اجل ياالزنوه يااعيال المتعه نحرقكم في الدنياء والاخره عند ربي كم مات عسكري وانتم السبه ياالقوادين	dangerous
<USER> 😂😂 لاتقولى انقلع طيب لا افقع وجهك👊	safe
<USER> <USER> ترا حسسبتك تحرق علي انمي inuyashiki بغيت اطعنك بصبع رجلي الصغير🌚🔪	safe
<USER> ونود بديت احس اني شرير من كثر ما اعذبك 😢	safe
<USER> <USER> خلاص لا تبكي ما راح اضربك 😂😂💔	safe
<USER> اقتلك يعنى ولا اقتلك 😂😂😂😂	safe
<USER> كتييييييييير مشتاقتلك تسلمي ست الكل	safe
<USER> انتي ترا يمانية بس ساكنة بالسعودية 🙂 أشتي اقتلك🙊	safe
<USER> <USER> زي اقويرو اذبحك ولا اذبحك	safe
<USER> خخخخخ انتي داعش ممكن اقتلك لمصلحتك	safe
<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> وقريش اشتاقتلك❤	safe
<USER> قناتكم هي الدكتاتورية وحمدينكم هم ايضا كذلك وبمشيئة الله سنحرقكم وقناتكم الخسيسة وحمدينكم قريبا انشاء الله	dangerous
<USER> ياخوي ماختلفنا لكن القطات والهياط شي راجع لك تبغا توقفه وقفه مولازم تدفع محد جاب الرشاش بحلقك قلك بتدفع ولا اذبحك	safe
<USER> واحرقك بهالنار والشرار 😒💔	safe
<USER> <USER> تراب حارس باريس هههههه اقتلك سماجه انا	safe
<USER> النور بوجودك عيوني انتي😍😍فديتك ترى مشتاقتلك	safe
<USER> grippe وامتحانات ومشتاقتلك يعني جهنّم بالنسبة الي😭💔	safe
<USER> <USER> ههههههههههههههههههههههههههههههههههههههههههههه راح اقتلك	safe
<USER> مادري انا اقوم افقع وجهك ولا شسوي نخسر الدوري ولا الابطال	safe
<USER> لاتحرق علي لا احرقك داخل اتانشين 😂🌚	safe
<USER> هاجي اضربك وسط بيتك حالا 😂😂😂😂	safe
<USER> <USER> اذبحكم🔪🔪😂😂😂😂	safe
<USER> 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂حشششششت زميلتك اشتاقتلك 😗😍😍😍	safe
